name,chembl_id,smiles
CHEMBL1354521,CHEMBL1354521,O=C(CSc1c2c(nc3ccc(Cl)cc13)CCCC2)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL1354522,CHEMBL1354522,Fc1cccc(Cl)c1CNc1nc(-c2ccco2)n[nH]1
CHEMBL1355230,CHEMBL1355230,Fc1ccc(Nc2nc3nonc3nc2Nc2cccc(C(F)(F)F)c2)cc1
CHEMBL1355267,CHEMBL1355267,Cc1cc(C)cc(C(=O)OCC(=O)NC(=O)NC2CCCC2)c1
CHEMBL1355280,CHEMBL1355280,CCOC(=O)C1=C(COC(=O)c2ccc([N+](=O)[O-])s2)NC(=O)NC1C
CHEMBL1356176,CHEMBL1356176,CCOc1ccccc1NC(=O)c1nn(C)c2c1CSc1ccccc1-2
CHEMBL1357253,CHEMBL1357253,COc1ccc(CCCc2nnc(SCC(=O)Nc3cccc(F)c3C)o2)cc1
CHEMBL1357296,CHEMBL1357296,CCN(CC)C(=O)c1sc2c(c1C)c(=O)n(Cc1ccccc1)c(=O)n2Cc1ccc(Cl)cc1
CHEMBL1357297,CHEMBL1357297,Cc1ccc(S(=O)(=O)C(CNS(=O)(=O)c2ccc(F)c(C(F)(F)F)c2)c2ccco2)cc1
CHEMBL1357321,CHEMBL1357321,COc1ccc2nc(-c3ccccc3)cc(C(=O)OCC(=O)N3CC(C)OC(C)C3)c2c1
CHEMBL1357540,CHEMBL1357540,CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)CCc1ccccc1Cl
CHEMBL1361516,CHEMBL1361516,Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(C[S+]([O-])Cc3ccc(Cl)cc3)o2)CC1
CHEMBL1361526,CHEMBL1361526,CC1CCN(C2=NC(=O)/C(=C/c3ccccc3F)S2)CC1
CHEMBL1361600,CHEMBL1361600,CCCc1cc(C(=O)Nc2sc(C)c(CC)c2C#N)no1
CHEMBL1361682,CHEMBL1361682,Cc1nc(-c2ccc(S(=O)(=O)Nc3cc(Cl)ccc3C)cc2)co1
CHEMBL1361962,CHEMBL1361962,CCOC(=O)c1cnc2ccc(OCC)cc2c1N1CCN(c2ccccc2OC)CC1
CHEMBL1362106,CHEMBL1362106,O=C(Nc1ccccc1F)C(Cc1ccccc1)n1cccc1
CHEMBL1362476,CHEMBL1362476,CC(C)(C)NC(=O)CON=C1c2ccccc2-c2ccccc21
